,Indicator,Group,Subgroup,Phase,Time Period,Value,Spread
7558,"No Treatment, Despite Individual's Need of Treatment",By Age,30 - 39 years,3.2,37,16.1,1.299999999999999
7559,"No Treatment, Despite Individual's Need of Treatment",By Age,40 - 49 years,3.2,37,13.2,1.2999999999999998
7560,"No Treatment, Despite Individual's Need of Treatment",By Age,50 - 59 years,3.2,37,9.3,1.2000000000000002
7561,"No Treatment, Despite Individual's Need of Treatment",By Age,60 - 69 years,3.2,37,5.7,0.6500000000000004
7562,"No Treatment, Despite Individual's Need of Treatment",By Age,70 - 79 years,3.2,37,3.0,0.6500000000000001
7563,"No Treatment, Despite Individual's Need of Treatment",By Age,80 years and above,3.2,37,3.3,2.35
7564,"No Treatment, Despite Individual's Need of Treatment",By Sex,Male,3.2,37,8.6,0.5999999999999996
7565,"No Treatment, Despite Individual's Need of Treatment",By Sex,Female,3.2,37,13.9,0.5999999999999996
7566,"No Treatment, Despite Individual's Need of Treatment",By Gender identity,Cis-gender male,3.2,37,8.2,0.6000000000000005
7567,"No Treatment, Despite Individual's Need of Treatment",By Gender identity,Cis-gender female,3.2,37,13.5,0.5999999999999996
7568,"No Treatment, Despite Individual's Need of Treatment",By Gender identity,Transgender,3.2,37,32.1,8.749999999999998
7569,"No Treatment, Despite Individual's Need of Treatment",By Sexual orientation,Gay or lesbian,3.2,37,21.4,3.5
7570,"No Treatment, Despite Individual's Need of Treatment",By Sexual orientation,Straight,3.2,37,9.5,0.4500000000000002
7571,"No Treatment, Despite Individual's Need of Treatment",By Sexual orientation,Bisexual,3.2,37,32.4,3.6000000000000014
7572,"No Treatment, Despite Individual's Need of Treatment",By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.2,37,3.8,0.2999999999999998
7573,"No Treatment, Despite Individual's Need of Treatment",By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,3.2,37,27.4,1.1500000000000004
7574,"No Treatment, Despite Individual's Need of Treatment",By Race/Hispanic ethnicity,Hispanic or Latino,3.2,37,12.6,1.7999999999999998
7575,"No Treatment, Despite Individual's Need of Treatment",By Race/Hispanic ethnicity,"Non-Hispanic White, single race",3.2,37,11.0,0.5
7576,"No Treatment, Despite Individual's Need of Treatment",By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",3.2,37,11.8,1.7000000000000002
7577,"No Treatment, Despite Individual's Need of Treatment",By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",3.2,37,7.1,2.0000000000000004
7578,"No Treatment, Despite Individual's Need of Treatment",By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",3.2,37,17.7,3.3499999999999996
7579,"No Treatment, Despite Individual's Need of Treatment",By Education,Less than a high school diploma,3.2,37,10.2,2.55
7580,"No Treatment, Despite Individual's Need of Treatment",By Education,High school diploma or GED,3.2,37,9.2,0.8499999999999996
7581,"No Treatment, Despite Individual's Need of Treatment",By Education,Some college/Associate's degree,3.2,37,13.5,0.9500000000000002
7582,"No Treatment, Despite Individual's Need of Treatment",By Education,Bachelor's degree or higher,3.2,37,11.6,0.6499999999999995
7583,"No Treatment, Despite Individual's Need of Treatment",By Disability status,With disability,3.2,37,26.1,1.799999999999999
7584,"No Treatment, Despite Individual's Need of Treatment",By Disability status,Without disability,3.2,37,9.0,0.40000000000000036
7585,"No Treatment, Despite Individual's Need of Treatment",By State,Alabama,3.2,37,13.6,3.049999999999999
7586,"No Treatment, Despite Individual's Need of Treatment",By State,Alaska,3.2,37,10.6,2.7
7587,"No Treatment, Despite Individual's Need of Treatment",By State,Arizona,3.2,37,12.0,3.4499999999999993
7588,"No Treatment, Despite Individual's Need of Treatment",By State,Arkansas,3.2,37,10.2,2.3500000000000005
7589,"No Treatment, Despite Individual's Need of Treatment",By State,California,3.2,37,10.8,1.6500000000000004
7590,"No Treatment, Despite Individual's Need of Treatment",By State,Colorado,3.2,37,11.7,2.3999999999999995
7591,"No Treatment, Despite Individual's Need of Treatment",By State,Connecticut,3.2,37,10.1,2.8
7592,"No Treatment, Despite Individual's Need of Treatment",By State,Delaware,3.2,37,7.5,2.8
7593,"No Treatment, Despite Individual's Need of Treatment",By State,District of Columbia,3.2,37,14.2,8.05
7594,"No Treatment, Despite Individual's Need of Treatment",By State,Florida,3.2,37,11.2,2.3
7595,"No Treatment, Despite Individual's Need of Treatment",By State,Georgia,3.2,37,10.3,2.0999999999999996
7596,"No Treatment, Despite Individual's Need of Treatment",By State,Hawaii,3.2,37,8.4,3.25
7597,"No Treatment, Despite Individual's Need of Treatment",By State,Idaho,3.2,37,12.7,3.1500000000000004
7598,"No Treatment, Despite Individual's Need of Treatment",By State,Illinois,3.2,37,11.6,2.8999999999999995
7599,"No Treatment, Despite Individual's Need of Treatment",By State,Indiana,3.2,37,11.4,3.6500000000000004
7600,"No Treatment, Despite Individual's Need of Treatment",By State,Iowa,3.2,37,8.4,2.0999999999999996
7601,"No Treatment, Despite Individual's Need of Treatment",By State,Kansas,3.2,37,14.3,3.1999999999999993
7602,"No Treatment, Despite Individual's Need of Treatment",By State,Kentucky,3.2,37,10.6,3.45
7603,"No Treatment, Despite Individual's Need of Treatment",By State,Louisiana,3.2,37,12.2,3.75
7604,"No Treatment, Despite Individual's Need of Treatment",By State,Maine,3.2,37,11.6,4.8
7605,"No Treatment, Despite Individual's Need of Treatment",By State,Maryland,3.2,37,9.8,2.5999999999999996
7606,"No Treatment, Despite Individual's Need of Treatment",By State,Massachusetts,3.2,37,9.9,2.3000000000000003
7607,"No Treatment, Despite Individual's Need of Treatment",By State,Michigan,3.2,37,12.5,2.9499999999999993
7608,"No Treatment, Despite Individual's Need of Treatment",By State,Minnesota,3.2,37,9.5,2.95
7609,"No Treatment, Despite Individual's Need of Treatment",By State,Mississippi,3.2,37,10.0,3.45
7610,"No Treatment, Despite Individual's Need of Treatment",By State,Missouri,3.2,37,12.4,3.2
7611,"No Treatment, Despite Individual's Need of Treatment",By State,Montana,3.2,37,9.7,3.1999999999999997
7612,"No Treatment, Despite Individual's Need of Treatment",By State,Nebraska,3.2,37,8.9,2.75
7613,"No Treatment, Despite Individual's Need of Treatment",By State,Nevada,3.2,37,12.3,3.5500000000000007
7614,"No Treatment, Despite Individual's Need of Treatment",By State,New Hampshire,3.2,37,12.8,4.700000000000001
7615,"No Treatment, Despite Individual's Need of Treatment",By State,New Jersey,3.2,37,8.9,2.4
7616,"No Treatment, Despite Individual's Need of Treatment",By State,New Mexico,3.2,37,13.9,3.3499999999999996
7617,"No Treatment, Despite Individual's Need of Treatment",By State,New York,3.2,37,10.3,2.1499999999999995
7618,"No Treatment, Despite Individual's Need of Treatment",By State,North Carolina,3.2,37,11.3,3.05
7620,"No Treatment, Despite Individual's Need of Treatment",By State,Ohio,3.2,37,12.5,3.3999999999999995
7621,"No Treatment, Despite Individual's Need of Treatment",By State,Oklahoma,3.2,37,12.9,4.949999999999999
7622,"No Treatment, Despite Individual's Need of Treatment",By State,Oregon,3.2,37,15.8,2.5
7623,"No Treatment, Despite Individual's Need of Treatment",By State,Pennsylvania,3.2,37,8.7,2.0500000000000003
7624,"No Treatment, Despite Individual's Need of Treatment",By State,Rhode Island,3.2,37,11.8,4.65
7625,"No Treatment, Despite Individual's Need of Treatment",By State,South Carolina,3.2,37,10.6,4.6000000000000005
7626,"No Treatment, Despite Individual's Need of Treatment",By State,South Dakota,3.2,37,6.7,2.9
7627,"No Treatment, Despite Individual's Need of Treatment",By State,Tennessee,3.2,37,11.8,2.9000000000000004
7628,"No Treatment, Despite Individual's Need of Treatment",By State,Texas,3.2,37,14.6,2.7
7629,"No Treatment, Despite Individual's Need of Treatment",By State,Utah,3.2,37,17.7,3.0
7631,"No Treatment, Despite Individual's Need of Treatment",By State,Virginia,3.2,37,10.7,2.55
7632,"No Treatment, Despite Individual's Need of Treatment",By State,Washington,3.2,37,11.9,1.6999999999999993
7633,"No Treatment, Despite Individual's Need of Treatment",By State,West Virginia,3.2,37,7.8,2.45
7634,"No Treatment, Despite Individual's Need of Treatment",By State,Wisconsin,3.2,37,7.2,2.45
7636,Took Prescription Medication,National Estimate,United States,3.2,38,22.4,0.5999999999999996
7637,Took Prescription Medication,By Age,18 - 29 years,3.2,38,20.5,2.5
7638,Took Prescription Medication,By Age,30 - 39 years,3.2,38,22.7,1.6499999999999986
7639,Took Prescription Medication,By Age,40 - 49 years,3.2,38,22.8,1.549999999999999
7640,Took Prescription Medication,By Age,50 - 59 years,3.2,38,24.9,1.3499999999999996
7641,Took Prescription Medication,By Age,60 - 69 years,3.2,38,22.8,1.3499999999999996
7642,Took Prescription Medication,By Age,70 - 79 years,3.2,38,21.4,2.0
7643,Took Prescription Medication,By Age,80 years and above,3.2,38,13.4,2.799999999999999
7644,Took Prescription Medication,By Sex,Male,3.2,38,16.3,1.0
7645,Took Prescription Medication,By Sex,Female,3.2,38,28.0,0.75
7646,Took Prescription Medication,By Gender identity,Cis-gender male,3.2,38,15.9,0.9499999999999993
7647,Took Prescription Medication,By Gender identity,Cis-gender female,3.2,38,28.0,0.8000000000000007
7648,Took Prescription Medication,By Gender identity,Transgender,3.2,38,43.3,10.399999999999999
7649,Took Prescription Medication,By Sexual orientation,Gay or lesbian,3.2,38,31.5,4.449999999999999
7650,Took Prescription Medication,By Sexual orientation,Straight,3.2,38,21.3,0.6499999999999986
7651,Took Prescription Medication,By Sexual orientation,Bisexual,3.2,38,38.5,4.550000000000001
7652,Took Prescription Medication,By Presence of Symptoms of Anxiety/Depression,Did not experience symptoms of anxiety/depression in the past 4 weeks,3.2,38,15.1,0.6500000000000004
7653,Took Prescription Medication,By Presence of Symptoms of Anxiety/Depression,Experienced symptoms of anxiety/depression in past 4 weeks,3.2,38,37.8,1.3000000000000007
7654,Took Prescription Medication,By Race/Hispanic ethnicity,Hispanic or Latino,3.2,38,16.5,1.9500000000000002
7655,Took Prescription Medication,By Race/Hispanic ethnicity,"Non-Hispanic White, single race",3.2,38,25.6,0.7999999999999989
7656,Took Prescription Medication,By Race/Hispanic ethnicity,"Non-Hispanic Black, single race",3.2,38,15.8,1.9500000000000002
7657,Took Prescription Medication,By Race/Hispanic ethnicity,"Non-Hispanic Asian, single race",3.2,38,9.5,2.0
7658,Took Prescription Medication,By Race/Hispanic ethnicity,"Non-Hispanic, other races and multiple races",3.2,38,27.8,4.050000000000001
7659,Took Prescription Medication,By Education,Less than a high school diploma,3.2,38,23.5,4.199999999999999
7660,Took Prescription Medication,By Education,High school diploma or GED,3.2,38,20.5,1.5
7661,Took Prescription Medication,By Education,Some college/Associate's degree,3.2,38,25.0,1.0500000000000007
7662,Took Prescription Medication,By Education,Bachelor's degree or higher,3.2,38,21.4,0.6500000000000004
7663,Took Prescription Medication,By Disability status,With disability,3.2,38,40.7,2.5
7664,Took Prescription Medication,By Disability status,Without disability,3.2,38,19.4,0.5500000000000007
7665,Took Prescription Medication,By State,Alabama,3.2,38,25.6,4.800000000000001
7666,Took Prescription Medication,By State,Alaska,3.2,38,18.0,3.4499999999999993
7667,Took Prescription Medication,By State,Arizona,3.2,38,21.0,3.450000000000001
7668,Took Prescription Medication,By State,Arkansas,3.2,38,28.5,5.350000000000001
7669,Took Prescription Medication,By State,California,3.2,38,17.0,2.0999999999999996
7670,Took Prescription Medication,By State,Colorado,3.2,38,23.1,3.5
7671,Took Prescription Medication,By State,Connecticut,3.2,38,22.6,2.950000000000001
7672,Took Prescription Medication,By State,Delaware,3.2,38,19.8,4.1499999999999995
7673,Took Prescription Medication,By State,District of Columbia,3.2,38,23.4,5.0
7674,Took Prescription Medication,By State,Florida,3.2,38,20.7,2.9000000000000004
7675,Took Prescription Medication,By State,Georgia,3.2,38,22.9,3.8999999999999986
7676,Took Prescription Medication,By State,Hawaii,3.2,38,14.4,6.85
7677,Took Prescription Medication,By State,Idaho,3.2,38,25.9,6.350000000000001
7678,Took Prescription Medication,By State,Illinois,3.2,38,22.1,3.950000000000001
7679,Took Prescription Medication,By State,Indiana,3.2,38,24.3,4.300000000000001
7680,Took Prescription Medication,By State,Iowa,3.2,38,27.9,4.150000000000002
7681,Took Prescription Medication,By State,Kansas,3.2,38,29.5,3.9499999999999993
7682,Took Prescription Medication,By State,Kentucky,3.2,38,28.9,5.100000000000001
7683,Took Prescription Medication,By State,Louisiana,3.2,38,23.3,4.35
7684,Took Prescription Medication,By State,Maine,3.2,38,27.3,4.550000000000001
7685,Took Prescription Medication,By State,Maryland,3.2,38,21.3,3.4499999999999993
7686,Took Prescription Medication,By State,Massachusetts,3.2,38,24.0,3.6500000000000004
7687,Took Prescription Medication,By State,Michigan,3.2,38,23.3,3.4499999999999993
7688,Took Prescription Medication,By State,Minnesota,3.2,38,24.0,3.75
7689,Took Prescription Medication,By State,Mississippi,3.2,38,24.3,6.850000000000001
7690,Took Prescription Medication,By State,Missouri,3.2,38,30.3,4.700000000000001
7691,Took Prescription Medication,By State,Montana,3.2,38,25.5,5.549999999999999
7692,Took Prescription Medication,By State,Nebraska,3.2,38,21.3,3.8000000000000007
7693,Took Prescription Medication,By State,Nevada,3.2,38,20.2,4.15
7694,Took Prescription Medication,By State,New Hampshire,3.2,38,27.2,5.550000000000001
7695,Took Prescription Medication,By State,New Jersey,3.2,38,16.5,3.450000000000001
7696,Took Prescription Medication,By State,New Mexico,3.2,38,24.9,4.6
7697,Took Prescription Medication,By State,New York,3.2,38,20.4,3.9000000000000004
7698,Took Prescription Medication,By State,North Carolina,3.2,38,24.5,4.300000000000001
7699,Took Prescription Medication,By State,North Dakota,3.2,38,20.9,6.8999999999999995
7700,Took Prescription Medication,By State,Ohio,3.2,38,23.4,3.8000000000000007
7701,Took Prescription Medication,By State,Oklahoma,3.2,38,26.5,3.6500000000000004
7702,Took Prescription Medication,By State,Oregon,3.2,38,25.9,3.25
7703,Took Prescription Medication,By State,Pennsylvania,3.2,38,25.9,3.8000000000000007
7704,Took Prescription Medication,By State,Rhode Island,3.2,38,26.8,6.4
7705,Took Prescription Medication,By State,South Carolina,3.2,38,26.4,5.15
7706,Took Prescription Medication,By State,South Dakota,3.2,38,28.8,6.649999999999999
7707,Took Prescription Medication,By State,Tennessee,3.2,38,25.6,3.1999999999999993
7708,Took Prescription Medication,By State,Texas,3.2,38,19.5,2.75
7709,Took Prescription Medication,By State,Utah,3.2,38,25.9,3.25
7710,Took Prescription Medication,By State,Vermont,3.2,38,25.2,7.900000000000002
7711,Took Prescription Medication,By State,Virginia,3.2,38,19.5,2.799999999999999
7712,Took Prescription Medication,By State,Washington,3.2,38,26.1,3.25
7713,Took Prescription Medication,By State,West Virginia,3.2,38,30.8,5.299999999999999
7714,Took Prescription Medication,By State,Wisconsin,3.2,38,25.1,3.4000000000000004
7715,Took Prescription Medication,By State,Wyoming,3.2,38,22.7,4.550000000000001
7716,Received Counseling or Therapy,National Estimate,United States,3.2,38,10.2,0.39999999999999947
7717,Received Counseling or Therapy,By Age,18 - 29 years,3.2,38,14.5,2.000000000000001
7718,Received Counseling or Therapy,By Age,30 - 39 years,3.2,38,15.2,1.1999999999999993
7719,Received Counseling or Therapy,By Age,40 - 49 years,3.2,38,10.9,0.75
7720,Received Counseling or Therapy,By Age,50 - 59 years,3.2,38,10.2,1.25
7721,Received Counseling or Therapy,By Age,60 - 69 years,3.2,38,6.1,0.7999999999999998
7722,Received Counseling or Therapy,By Age,70 - 79 years,3.2,38,3.9,0.75
7723,Received Counseling or Therapy,By Age,80 years and above,3.2,38,3.1,1.45
7724,Received Counseling or Therapy,By Sex,Male,3.2,38,8.2,0.6500000000000004
7725,Received Counseling or Therapy,By Sex,Female,3.2,38,12.0,0.5999999999999996
